Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Position,Preferred,Height,Weight,AltPos,Age,Nation,League,Team
Gift Orban,74,77,79,62,73,18,62,ST,Right,"178cm / 5'10""",70kg / 154lb,,22,Nigeria,Ligue 1 McDonald's,OL
Gijs Besselink,60,65,51,55,59,56,58,CDM,Right,"180cm / 5'11""",68kg / 150lb,CM,20,Netherlands,Eredivisie,FC Twente
Gijs Smal,74,70,61,76,70,70,72,LM,Left,"183cm / 6'0""",83kg / 183lb,"LB, LW",27,Netherlands,Eredivisie,Feyenoord
Gil Dias,68,72,64,66,70,62,65,LM,Left,"185cm / 6'1""",75kg / 165lb,"RM, LW",27,Portugal,Liga Portugal,FC Famalicão
Gilberto,64,62,29,47,53,64,70,CB,Right,"187cm / 6'2""",73kg / 161lb,"CDM, CM",20,Portugal,Liga Portugal,Moreirense FC
Gilles Dewaele,66,67,61,60,57,63,71,RB,Right,"175cm / 5'9""",68kg / 150lb,RM,28,Belgium,1A Pro League,KV Kortrijk
Gilles Ruyssen,64,41,32,43,41,64,70,CB,Right,"187cm / 6'2""",89kg / 196lb,,30,Belgium,1A Pro League,FCV Dender EH
Gino Fechner,65,74,40,55,57,64,75,CDM,Right,"189cm / 6'2""",82kg / 181lb,"CM, CB",27,Germany,3. Liga,Wehen Wiesbaden
Gino Infantino,66,71,61,64,71,48,56,RW,Left,"179cm / 5'10""",74kg / 163lb,"LW, CM, RM",21,Argentina,Serie A Enilive,Fiorentina
Gino Peruzzi,71,72,49,63,68,66,70,RB,Right,"178cm / 5'10""",71kg / 157lb,,32,Argentina,Primera División,Atlético Tucumán
Gino Santilli,63,64,63,60,66,30,63,GK,Right,"191cm / 6'3""",71kg / 157lb,,22,Argentina,Sudamericana,Cerro Largo
Gio Garbelini,75,81,81,63,79,24,71,ST,Right,"167cm / 5'6""",60kg / 132lb,,21,Brazil,Liga F,Atletico de Madrid
Giorgi Aburjania,67,52,62,67,68,63,72,CM,Right,"186cm / 6'1""",75kg / 165lb,CDM,29,Georgia,Liga Portugal,AVS Futebol SAD
Giorgi Arabidze,70,80,65,64,75,30,41,RW,Left,"173cm / 5'8""",68kg / 150lb,"CAM, RM",26,Georgia,K League 1,Ulsan Hyundai
Giorgi Chakvetadze,69,71,66,69,71,34,50,CAM,Right,"183cm / 6'0""",78kg / 172lb,"CM, LW",25,Georgia,EFL Championship,Watford
Giorgi Gocholeishvili,69,83,40,62,66,61,60,RB,Right,"178cm / 5'10""",70kg / 154lb,RM,23,Georgia,3F Superliga,F.C. København
Giorgi Kochorashvili,68,69,68,68,69,67,65,CM,Right,"176cm / 5'9""",70kg / 154lb,"RM, CDM",25,Georgia,LALIGA HYPERMOTION,Levante UD
Giorgi Kvernadze,63,74,58,59,67,29,50,LW,Right,"188cm / 6'2""",80kg / 176lb,LM,21,Georgia,Serie BKT,Frosinone
Giorgi Mamardashvili,85,86,83,72,85,48,85,GK,Left,"199cm / 6'6""",88kg / 194lb,,23,Georgia,LA LIGA,Valencia CF
Giorgi Tsitaishvili,69,86,58,60,75,33,42,RM,Left,"171cm / 5'7""",63kg / 139lb,RW,23,Georgia,LALIGA HYPERMOTION,Granada CF
Giorgio Altare,70,57,39,47,50,71,77,CB,Right,"190cm / 6'3""",75kg / 165lb,,26,Italy,Serie A Enilive,Venezia
Giorgio Cittadini,65,45,28,39,40,68,62,CB,Right,"193cm / 6'4""",75kg / 165lb,,22,Italy,Serie BKT,Frosinone
Giorgio Scalvini,78,55,35,57,61,80,73,CB,Right,"194cm / 6'4""",75kg / 165lb,,20,Italy,Serie A Enilive,Bergamo Calcio
Giorgos Koutsias,65,86,64,43,64,22,68,ST,Right,"178cm / 5'10""",66kg / 146lb,"RW, LW",20,Greece,MLS,Chicago Fire FC
Giorgos Kyriakopoulos,71,61,49,64,71,71,66,LB,Left,"178cm / 5'10""",74kg / 163lb,LM,28,Greece,Serie A Enilive,Monza
Giotto Morandi,70,77,68,67,71,52,63,CAM,Left,"181cm / 5'11""",78kg / 172lb,"ST, RM",25,Switzerland,CSSL,GC Zürich
Giovani Lo Celso,80,69,74,81,83,68,71,CAM,Left,"177cm / 5'10""",68kg / 150lb,CM,28,Argentina,LA LIGA,Real Betis
Giovanna Hoffmann,78,79,76,70,76,46,73,ST,Right,"169cm / 5'7""",60kg / 132lb,LM,25,Germany,GPFBL,RB Leipzig
Giovanni Bonfanti,61,39,35,49,50,65,56,CB,Left,"187cm / 6'2""",80kg / 176lb,,21,Italy,Serie BKT,Pisa
Giovanni Di Lorenzo,82,83,67,73,76,79,80,RB,Right,"183cm / 6'0""",82kg / 181lb,RM,31,Italy,Serie A Enilive,SSC Napoli
Giovanni Fabbian,75,67,72,72,75,68,63,CM,Right,"186cm / 6'1""",75kg / 165lb,CAM,21,Italy,Serie A Enilive,Bologna
Giovanni Haag,69,70,33,63,64,65,78,CDM,Right,"185cm / 6'1""",80kg / 176lb,"CM, CB",24,France,Bundesliga 2,Düsseldorf
Giovanni Leoni,65,55,27,41,47,66,64,CB,Right,"193cm / 6'4""",79kg / 174lb,,17,Italy,Serie BKT,Sampdoria
Giovanni Reyna,75,77,72,71,79,37,67,RM,Right,"185cm / 6'1""",79kg / 174lb,"CAM, LM, RW",21,United States,Bundesliga,Borussia Dortmund
Giovanni Simeone,77,71,79,63,73,41,74,ST,Right,"181cm / 5'11""",81kg / 179lb,,29,Argentina,Serie A Enilive,SSC Napoli
Giovanni Zaro,72,47,46,51,50,73,77,CB,Right,"193cm / 6'4""",80kg / 176lb,,30,Italy,Serie BKT,Modena
Gisele Thompson,69,68,50,62,69,67,58,RB,Right,"162cm / 5'4""",57kg / 126lb,LB,18,United States,NWSL,Angel City FC
Giulia Dragoni,68,74,71,61,71,64,62,CM,Right,"165cm / 5'5""",55kg / 121lb,ST,17,Italy,Calcio A Femminile,Roma
Giulia Gwinn,83,82,61,77,84,80,69,RB,Right,"172cm / 5'8""",58kg / 128lb,LB,25,Germany,GPFBL,FC Bayern Munchen
Giulian Biancone,70,64,45,62,65,69,72,CB,Right,"187cm / 6'2""",79kg / 174lb,RB,24,France,Hellas Liga,Olympiacos FC
Giuliano Cerato,66,71,47,60,63,63,52,RB,Right,"170cm / 5'7""",65kg / 143lb,,26,Argentina,Primera División,Instituto
Giuliano Simeone,72,82,69,58,70,26,79,ST,Right,"173cm / 5'8""",70kg / 154lb,,21,Argentina,LA LIGA,Atletico de Madrid
Giulio Maggiore,74,69,61,69,70,72,71,CM,Right,"184cm / 6'0""",69kg / 152lb,CDM,26,Italy,Serie BKT,Salernitana
Giuseppe Ambrosino,65,75,61,58,64,40,70,ST,Right,"187cm / 6'2""",76kg / 168lb,,21,Italy,Serie BKT,Frosinone
Giuseppe Aurelio,67,83,63,63,66,60,74,LB,Left,"186cm / 6'1""",80kg / 176lb,LM,24,Italy,Serie BKT,Spezia
Giuseppe Bovalina,60,72,48,52,60,53,65,RB,Right,"176cm / 5'9""",70kg / 154lb,,19,Australia,MLS,Whitecaps FC
Giuseppe Caso,71,79,68,63,75,27,41,LW,Right,"172cm / 5'8""",65kg / 143lb,LM,25,Italy,Serie BKT,Modena
Giuseppe Ciocci,60,62,56,54,65,24,58,GK,Right,"190cm / 6'3""",85kg / 187lb,,22,Italy,Serie A Enilive,Cagliari
Giuseppe Di Serio,66,70,64,48,63,24,70,ST,Right,"188cm / 6'2""",78kg / 172lb,,23,Italy,Serie BKT,Spezia
Giuseppe Panico,68,79,67,62,69,38,55,ST,Right,"178cm / 5'10""",70kg / 154lb,CAM,27,Italy,Serie BKT,Carrarese Calcio
Giuseppe Pezzella,71,67,56,66,68,68,70,LB,Left,"187cm / 6'2""",81kg / 179lb,LM,26,Italy,Serie A Enilive,Empoli
Giuseppe Sibilli,70,79,69,64,73,34,68,CAM,Right,"180cm / 5'11""",76kg / 168lb,"LW, ST",28,Italy,Serie BKT,Bari
Givairo Read,62,81,51,53,62,57,61,RM,Right,"176cm / 5'9""",71kg / 157lb,"RB, RW",18,Netherlands,Eredivisie,Feyenoord
Gjermund Åsen,67,55,65,69,69,51,70,CM,Left,"182cm / 6'0""",71kg / 157lb,,33,Norway,Eliteserien,Lillestrøm SK
Gjivai Zechiël,64,75,47,61,70,64,52,CM,Right,"183cm / 6'0""",70kg / 154lb,CDM,20,Netherlands,Eredivisie,Feyenoord
Gjoko Zajkov,67,50,24,47,47,68,71,CB,Right,"187cm / 6'2""",79kg / 174lb,,29,North Macedonia,SUPERLIGA,Univ. Craiova
Glan Martins,56,61,48,53,55,50,67,CDM,Right,"183cm / 6'0""",70kg / 154lb,CM,30,India,ISL,Mohun Bagan SG
Glauder,68,71,35,55,63,66,81,CB,Left,"183cm / 6'0""",76kg / 168lb,LB,28,Spain,LALIGA HYPERMOTION,Cádiz CF
Glen Kamara,74,74,58,69,77,69,75,CDM,Right,"181cm / 5'11""",73kg / 161lb,CM,28,Finland,Ligue 1 McDonald's,Stade Rennais FC
Glenn McConnell,56,60,49,54,58,44,51,CAM,Right,"173cm / 5'8""",71kg / 157lb,"RM, CM",19,Republic of Ireland,EFL League One,Cambridge Utd
Glenn Middleton,64,83,57,60,64,27,57,LW,Left,"176cm / 5'9""",68kg / 150lb,"RW, ST, LM",24,Scotland,Scottish Prem,Dundee United
Glenn Morris,61,60,59,57,62,31,63,GK,Right,"183cm / 6'0""",70kg / 154lb,,40,England,EFL League Two,Gillingham
Glódís Perla Viggósdóttir,84,73,54,68,61,86,81,CB,Right,"172cm / 5'8""",65kg / 143lb,,29,Iceland,GPFBL,FC Bayern Munchen
Godfrey Stephen,59,70,47,53,53,55,64,LB,Left,"185cm / 6'1""",76kg / 168lb,,24,Nigeria,Trendyol Super Lig,Gaziantep
Godfried Ayesu Owusu Frimpong,69,76,39,57,65,66,66,LB,Left,"180cm / 5'11""",66kg / 146lb,,25,Netherlands,Liga Portugal,Moreirense FC
Godfried Roemeratoe,65,63,45,59,62,64,72,CDM,Right,"178cm / 5'10""",74kg / 163lb,CM,25,Curaçao,Eredivisie,RKC Waalwijk
Godson Kyeremeh,68,86,64,60,69,32,41,RM,Right,"175cm / 5'9""",60kg / 132lb,"LM, RW",24,France,Ligue 2 BKT,SM Caen
Godwill Ambrose,51,66,27,34,40,51,55,CB,Right,"180cm / 5'11""",70kg / 154lb,RB,18,Norway,Eliteserien,Odds BK
Gojko Cimirot,70,57,61,67,68,67,71,CDM,Right,"178cm / 5'10""",76kg / 168lb,"CM, CB",31,Bosnia and Herzegovina,ROSHN Saudi League,Al Fayha
Goncalo Inacio,80,80,37,64,71,81,79,CB,Left,"185cm / 6'1""",78kg / 172lb,"LB, CDM",23,Portugal,Liga Portugal,Sporting CP
Goncalo Ramos,79,76,77,64,77,47,81,ST,Right,"185cm / 6'1""",82kg / 181lb,,23,Portugal,Ligue 1 McDonald's,Paris SG
Gonzalo,65,66,59,60,67,44,60,LM,Right,"182cm / 6'0""",82kg / 181lb,"ST, LW",20,Spain,LA LIGA,Real Madrid
Gonzalo Abrego,72,64,60,70,72,65,80,CM,Right,"184cm / 6'0""",75kg / 165lb,CDM,24,Argentina,Primera División,Godoy Cruz
Gonzalo Bueno,67,76,67,67,67,25,57,LW,Left,"176cm / 5'9""",73kg / 161lb,"LM, ST",31,Uruguay,Sudamericana,Danubio
Gonzalo Carneiro,71,71,72,59,69,26,72,ST,Left,"194cm / 6'4""",85kg / 187lb,RW,29,Uruguay,Libertadores,Nacional
Gonzalo Castellani,69,60,64,74,70,55,75,CM,Right,"183cm / 6'0""",75kg / 165lb,"CDM, CAM",37,Argentina,Libertadores,Colo-Colo
Gonzalo Crettaz,64,65,66,70,65,35,62,GK,Right,"181cm / 5'11""",78kg / 172lb,,24,Argentina,LALIGA HYPERMOTION,CD Castellón
Gonzalo Escalante,74,60,70,72,71,73,75,CM,Right,"182cm / 6'0""",76kg / 168lb,CDM,31,Argentina,LALIGA HYPERMOTION,Cádiz CF
Gonzalo Falcón,68,67,68,66,69,30,65,GK,Right,"190cm / 6'3""",86kg / 190lb,,27,Uruguay,Sudamericana,Sportivo Luqueño
Gonzalo Goñi,68,57,28,44,47,67,76,CB,Right,"187cm / 6'2""",83kg / 183lb,,26,Argentina,Primera División,Barracas Central
Gonzalo Luján,69,62,34,56,59,69,76,CB,Right,"182cm / 6'0""",82kg / 181lb,"RB, RM",23,Argentina,Libertadores,San Lorenzo
Gonzalo Marinelli,71,72,69,64,72,36,71,GK,Right,"180cm / 5'11""",79kg / 174lb,,35,Argentina,Primera División,Ind. Rivadavia
Gonzalo Maroni,67,67,57,64,72,42,52,CAM,Right,"175cm / 5'9""",67kg / 148lb,"CM, RM",25,Argentina,Primera División,Tigre
Gonzalo Martínez,75,75,73,72,81,35,55,RM,Left,"172cm / 5'8""",75kg / 165lb,"CAM, RW",31,Argentina,Libertadores,River Plate
Gonzalo Montes,73,70,67,68,71,64,66,CM,Right,"173cm / 5'8""",76kg / 168lb,CDM,29,Uruguay,Libertadores,Huachipato
Gonzalo Montiel,76,80,62,69,74,72,74,RB,Right,"175cm / 5'9""",70kg / 154lb,,27,Argentina,LA LIGA,Sevilla FC
Gonzalo Morales,68,73,66,49,65,25,68,ST,Left,"178cm / 5'10""",83kg / 183lb,,21,Argentina,Primera División,Unión
Gonzalo Petit,59,54,61,43,57,26,57,ST,Right,"189cm / 6'2""",80kg / 176lb,,17,Uruguay,Libertadores,Nacional
Gonzalo Pérez,69,62,38,54,46,71,63,CB,Right,"184cm / 6'0""",72kg / 159lb,CDM,23,Uruguay,Sudamericana,Lanús
Gonzalo Requena,59,55,29,32,41,61,68,CB,Right,"188cm / 6'2""",80kg / 176lb,,21,Argentina,Primera División,Instituto
Gonzalo Ríos,64,66,58,61,67,34,45,RM,Right,"172cm / 5'8""",66kg / 146lb,"LM, RW",25,Argentina,Primera División,Ind. Rivadavia
Gonzalo Sosa,68,53,71,45,62,21,67,ST,Right,"185cm / 6'1""",78kg / 172lb,,35,Argentina,Libertadores,Palestino
Gonzalo Tapia,68,79,61,58,69,25,67,RM,Right,"178cm / 5'10""",78kg / 172lb,"RW, ST",22,Chile,Sudamericana,Uni. Católica
Gonzalo Torres,61,63,62,51,64,30,56,ST,Left,"178cm / 5'10""",76kg / 168lb,LM,24,Argentina,Primera División,Godoy Cruz
Gonzalo Valdivia,62,64,61,57,64,61,64,LB,Left,"178cm / 5'10""",75kg / 165lb,LM,23,Argentina,Primera División,Platense
Gonzalo Valle,66,66,65,60,70,26,60,GK,Right,"185cm / 6'1""",85kg / 187lb,,28,Ecuador,Libertadores,LDU Quito
Gonzalo Vega,66,57,68,64,74,51,52,LM,Right,"173cm / 5'8""",70kg / 154lb,"RM, CAM, LW",32,Uruguay,Sudamericana,Wanderers
Gonzalo Verdú,68,48,53,57,56,67,75,CB,Right,"185cm / 6'1""",80kg / 176lb,,35,Spain,LALIGA HYPERMOTION,FC Cartagena
Gonzalo Villar,71,55,57,72,72,67,67,CM,Right,"181cm / 5'11""",74kg / 163lb,"CDM, CAM",26,Spain,LALIGA HYPERMOTION,Granada CF
Gonzalo Álvez,63,68,55,61,66,25,39,RM,Right,"169cm / 5'7""",66kg / 146lb,"ST, RW",20,Argentina,Primera División,Ind. Rivadavia
Gonçalo Almeida,59,73,36,42,56,55,47,RB,Right,"181cm / 5'11""",65kg / 143lb,,21,Portugal,Liga Portugal,Boavista FC
Gonçalo Borges,71,85,58,62,75,26,55,LM,Right,"184cm / 6'0""",77kg / 170lb,"RM, LW",23,Portugal,Liga Portugal,FC Porto
Gonçalo Costa,67,76,41,49,73,62,62,LB,Left,"178cm / 5'10""",68kg / 150lb,LM,24,Portugal,Liga Portugal,Estoril Praia
Gonçalo Esteves,68,76,39,63,68,64,63,RB,Right,"171cm / 5'7""",73kg / 161lb,RM,20,Portugal,CSSL,Yverdon Sport FC
Gonçalo Franco,72,66,64,69,72,67,73,CDM,Right,"176cm / 5'9""",70kg / 154lb,CM,23,Portugal,EFL Championship,Swansea City
Gonçalo Guedes,77,83,79,71,81,37,68,ST,Right,"179cm / 5'10""",68kg / 150lb,"LW, LM",27,Portugal,Premier League,Wolves
Gonçalo Sousa,64,72,64,56,65,34,56,RM,Left,"186cm / 6'1""",76kg / 168lb,RW,18,Portugal,Liga Portugal,FC Porto
Gonçalo Teixeira,60,68,51,59,63,29,50,LW,Right,"179cm / 5'10""",72kg / 159lb,"ST, LM",24,Portugal,SUPERLIGA,Politehnica Iași
Gora Diouf,55,61,27,41,52,53,61,CB,Left,"185cm / 6'1""",75kg / 165lb,LB,20,Senegal,CSSL,FC Sion
Gori,62,73,56,60,66,57,60,CM,Left,"172cm / 5'8""",62kg / 137lb,CAM,22,Spain,LALIGA HYPERMOTION,Real Zaragoza
Gorka,62,69,40,50,53,58,66,LB,Left,"184cm / 6'0""",78kg / 172lb,CB,20,Spain,LA LIGA,Getafe CF
Gorosabel,76,74,46,70,72,74,67,RB,Right,"174cm / 5'9""",70kg / 154lb,,28,Spain,LA LIGA,Athletic Club
Gottfrid Rapp,52,73,44,44,53,38,50,RW,Right,"182cm / 6'0""",78kg / 172lb,"RB, RM",19,Sweden,Allsvenskan,IF Elfsborg
Grace Clinton,71,75,65,67,72,62,74,LM,Right,"172cm / 5'8""",64kg / 141lb,"CM, ST, LW",21,England,Barclays WSL,Manchester Utd
Grace Fisk,76,49,43,66,63,79,71,CB,Right,"172cm / 5'8""",59kg / 130lb,RB,26,England,Barclays WSL,Liverpool
Grace Geyoro,86,79,72,82,83,83,79,CM,Right,"168cm / 5'6""",61kg / 134lb,CAM,27,France,Arkema PL,Paris SG
Grace Kazadi,74,73,47,66,72,71,67,RB,Right,"163cm / 5'4""",58kg / 128lb,,23,France,Arkema PL,En Avant Guingamp
Grady Diangana,72,82,62,66,72,27,58,LM,Left,"180cm / 5'11""",73kg / 161lb,"RM, CAM, LW",26,Congo DR,EFL Championship,West Brom
Graeme Shinnie,69,65,62,67,69,65,74,CDM,Left,"175cm / 5'9""",72kg / 159lb,CM,33,Scotland,Scottish Prem,Aberdeen
Graham Burke,67,63,69,66,69,29,60,LW,Left,"180cm / 5'11""",72kg / 159lb,"RW, ST, LM",30,Republic of Ireland,SSE Airtricity PD,Shamrock Rovers
Graham Carey,69,76,69,72,71,60,74,CM,Left,"183cm / 6'0""",69kg / 152lb,LM,35,Republic of Ireland,Scottish Prem,St. Johnstone
Granit Lekaj,64,31,37,46,48,66,75,CB,Right,"186cm / 6'1""",78kg / 172lb,,34,Kosovo,CSSL,FC Winterthur
Granit Xhaka,86,50,75,85,74,79,82,CDM,Left,"186cm / 6'1""",80kg / 176lb,CM,31,Switzerland,Bundesliga,Leverkusen
Grant Hall,65,55,39,47,44,65,69,CB,Right,"192cm / 6'4""",71kg / 157lb,,32,England,EFL League Two,Swindon Town
Grant Hanley,71,52,30,47,49,71,78,CB,Right,"187cm / 6'2""",81kg / 179lb,,32,Scotland,EFL Championship,Norwich
Grant Horton,60,56,24,41,49,58,69,CB,Right,"192cm / 6'4""",78kg / 172lb,RB,23,England,SSE Airtricity PD,Waterford
Grant Smith,61,61,57,62,61,34,60,GK,Left,"185cm / 6'1""",86kg / 190lb,,30,England,EFL League Two,Bromley FC
Grant Ward,64,69,58,64,65,56,64,CM,Right,"178cm / 5'10""",73kg / 161lb,CDM,29,England,EFL League One,Bristol Rovers
Grant-Leon Ranos,63,62,65,53,65,27,56,ST,Right,"180cm / 5'11""",73kg / 161lb,,21,Armenia,Bundesliga,M'gladbach
Greg Cunningham,66,51,47,60,58,65,70,CB,Left,"183cm / 6'0""",74kg / 163lb,,33,Republic of Ireland,SSE Airtricity PD,Galway United
Greg Docherty,67,68,65,64,68,66,80,CM,Right,"177cm / 5'10""",79kg / 174lb,"CDM, RM",28,Scotland,EFL League One,Charlton Ath
Greg Kiltie,64,65,59,60,66,46,61,LW,Right,"173cm / 5'8""",70kg / 154lb,"LM, CM",27,Scotland,Scottish Prem,St. Mirren
Greg Leigh,66,74,55,57,62,62,73,LB,Left,"181cm / 5'11""",73kg / 161lb,,29,Jamaica,EFL Championship,Oxford United
Greg Stewart,69,65,69,69,69,30,57,CAM,Left,"178cm / 5'10""",73kg / 161lb,,34,Scotland,ISL,Mohun Bagan SG
Greg Taylor,74,72,55,73,73,71,73,LB,Left,"171cm / 5'7""",68kg / 150lb,,26,Scotland,Scottish Prem,Celtic
Grego Sierra,67,52,50,53,57,68,71,CB,Left,"184cm / 6'0""",74kg / 163lb,,31,Spain,SUPERLIGA,Univ. Craiova
Gregor Kobel,88,87,86,73,89,44,87,GK,Right,"195cm / 6'5""",88kg / 194lb,,26,Switzerland,Bundesliga,Borussia Dortmund
Gregori Anangonó,67,81,53,62,65,62,70,RB,Right,"180cm / 5'11""",71kg / 157lb,,26,Ecuador,Sudamericana,U. Católica
Gregorio Rodríguez,65,68,65,59,70,33,53,RM,Right,"178cm / 5'10""",72kg / 159lb,"LM, ST, RW",24,Argentina,Primera División,Instituto
Gregorio Tanco,63,59,34,44,51,64,66,CB,Left,"181cm / 5'11""",74kg / 163lb,,24,Argentina,Serie BKT,Spezia
Gregory Karlen,64,65,64,63,65,57,65,CM,Right,"187cm / 6'2""",79kg / 174lb,CAM,29,Switzerland,CSSL,FC St. Gallen
Gregory Wüthrich,73,47,35,51,54,72,82,CB,Right,"192cm / 6'4""",88kg / 194lb,,29,Switzerland,Bundesliga,SK Sturm Graz
Grejohn Kyei,71,62,70,54,70,27,78,ST,Right,"188cm / 6'2""",90kg / 198lb,,29,France,1A Pro League,Standard Liège
Greta Stegemann,76,53,49,65,64,76,78,CB,Right,"171cm / 5'7""",64kg / 141lb,,23,Germany,GPFBL,SC Freiburg
Griedge Mbock,84,63,55,66,66,85,83,CB,Right,"172cm / 5'8""",68kg / 150lb,,29,France,Arkema PL,Paris SG
Griffin Dorsey,64,76,55,61,66,57,67,RB,Right,"183cm / 6'0""",72kg / 159lb,RM,25,United States,MLS,Houston Dynamo
Griffin Yow,66,65,63,60,69,33,47,RM,Right,"173cm / 5'8""",66kg / 146lb,RW,21,United States,1A Pro League,KVC Westerlo
Grigore Turda,64,72,34,45,41,63,71,CB,Right,"188cm / 6'2""",79kg / 174lb,,27,Romania,SUPERLIGA,FC Gloria Buzău
Grigoris Kastanos,73,76,70,72,75,55,65,CAM,Left,"179cm / 5'10""",71kg / 157lb,"CM, RM",26,Cyprus,Serie A Enilive,Hellas Verona
Grimaldo,86,74,73,88,85,76,71,LM,Left,"171cm / 5'7""",68kg / 150lb,"LB, LW",28,Spain,Bundesliga,Leverkusen
Grischa Prömel,76,64,73,70,73,75,80,CM,Right,"184cm / 6'0""",81kg / 179lb,CDM,29,Germany,Bundesliga,TSG Hoffenheim
Grzegorz Rogala,62,64,41,59,54,57,67,LB,Left,"183cm / 6'0""",77kg / 170lb,LM,28,Poland,PKO BP Ekstraklasa,GKS Katowice
Grzegorz Tomasiewicz,67,68,59,62,70,62,61,CDM,Right,"166cm / 5'5""",64kg / 141lb,,28,Poland,PKO BP Ekstraklasa,Piast Gliwice
Grégoire Coudert,66,68,62,59,68,34,63,GK,Left,"188cm / 6'2""",83kg / 183lb,,25,France,Ligue 1 McDonald's,Stade Brestois 29
Grégory Coelho,61,72,38,49,58,57,68,RB,Right,"180cm / 5'11""",75kg / 165lb,LB,25,France,Ligue 2 BKT,Rodez AF
Gu Bin,60,57,50,58,63,43,55,CM,Right,"176cm / 5'9""",68kg / 150lb,CDM,32,China PR,CSL,Zhejiang Pro
Gu Cao,62,35,40,44,57,64,58,CB,Right,"183cm / 6'0""",73kg / 161lb,,38,China PR,CSL,Henan FC
Gu Choi,64,51,22,38,35,66,69,CB,Left,"185cm / 6'1""",85kg / 187lb,,26,Peru,Sudamericana,ADT
Guaita,78,78,77,78,78,48,77,GK,Right,"190cm / 6'3""",80kg / 176lb,,37,Spain,LA LIGA,RC Celta
Guarrotxena,68,67,69,65,69,49,70,LW,Right,"177cm / 5'10""",71kg / 157lb,"ST, RW, LM",31,Spain,ISL,FC Goa
Guerrero,70,74,67,67,69,66,72,LM,Left,"174cm / 5'9""",67kg / 148lb,"LB, LW",26,Spain,LALIGA HYPERMOTION,CD Tenerife
Guga Rodrigues,73,76,66,74,74,66,64,CM,Right,"168cm / 5'6""",70kg / 154lb,CDM,27,Portugal,CSL,Beijing FC
Guglielmo Vicario,84,84,80,79,87,52,84,GK,Right,"194cm / 6'4""",76kg / 168lb,,27,Italy,Premier League,Tottenham Hotspur F.C.
Gui Guedes,67,66,60,65,68,59,57,CM,Right,"184cm / 6'0""",67kg / 148lb,,22,Portugal,LALIGA HYPERMOTION,UD Almería
Guido Burgstaller,72,53,74,66,69,39,81,ST,Right,"187cm / 6'2""",80kg / 176lb,,35,Austria,Bundesliga,SK Rapid
Guido Carrillo,73,42,75,56,70,45,78,ST,Right,"187cm / 6'2""",87kg / 192lb,,33,Argentina,Libertadores,Estudiantes
Guido Herrera,76,76,74,72,76,59,75,GK,Left,"187cm / 6'2""",67kg / 148lb,,32,Argentina,Libertadores,Talleres
Guido Mainero,68,87,64,59,68,47,66,RM,Right,"177cm / 5'10""",76kg / 168lb,RW,29,Argentina,Primera División,Platense
Guido Rodriguez,83,51,58,72,70,85,80,CDM,Right,"185cm / 6'1""",80kg / 176lb,CM,29,Argentina,Premier League,West Ham
Guido Villar,68,68,65,65,69,18,66,GK,Right,"193cm / 6'4""",79kg / 174lb,,29,Argentina,Libertadores,IDV
Guilder Cuellar,59,67,59,51,63,22,42,LW,Right,"170cm / 5'7""",68kg / 150lb,LM,25,Bolivia,Sudamericana,Universitario
Guilherme Ramos,68,60,33,46,50,67,78,CB,Right,"191cm / 6'3""",86kg / 190lb,,27,Portugal,Bundesliga 2,Hamburger SV
Guilherme Schettine,69,63,71,59,67,24,66,ST,Right,"180cm / 5'11""",82kg / 181lb,,28,Brazil,Liga Portugal,Moreirense FC
Guilherme Sityá,76,80,62,76,74,68,78,LB,Left,"180cm / 5'11""",79kg / 174lb,LM,34,Brazil,Trendyol Super Lig,Konyaspor
Guilherme Soares,62,53,29,42,44,63,62,CB,Right,"186cm / 6'1""",80kg / 176lb,,23,Portugal,SUPERLIGA,Politehnica Iași
Guilherme Zimovski,58,65,57,52,61,34,54,RW,Right,"177cm / 5'10""",72kg / 159lb,RM,19,Brazil,PKO BP Ekstraklasa,Radomiak Radom
Guillaume Dietsch,67,69,65,63,70,19,63,GK,Right,"184cm / 6'0""",73kg / 161lb,,23,France,1A Pro League,FCV Dender EH
Guillaume François,64,60,57,61,66,63,63,RB,Right,"174cm / 5'9""",72kg / 159lb,RM,34,Belgium,1A Pro League,R. Union St.-G.
Guillaume Restes,78,78,74,80,80,40,77,GK,Left,"188cm / 6'2""",82kg / 181lb,,19,France,Ligue 1 McDonald's,Toulouse FC
Guille Bueno,65,78,33,57,70,58,62,LB,Left,"178cm / 5'10""",73kg / 161lb,LM,21,Spain,Bundesliga 2,SV Darmstadt 98
Guille Rosas,67,78,39,57,66,61,73,RB,Right,"174cm / 5'9""",67kg / 148lb,RM,24,Spain,LALIGA HYPERMOTION,R. Sporting
Guillermo,67,72,68,59,66,32,70,ST,Right,"181cm / 5'11""",74kg / 163lb,,31,Spain,ISL,NorthEast United
Guillermo Benítez,66,73,48,55,60,66,63,LB,Left,"170cm / 5'7""",70kg / 154lb,,30,Argentina,Primera División,Huracán
Guillermo Burdisso,67,32,41,52,48,66,73,CB,Right,"187cm / 6'2""",82kg / 181lb,,35,Argentina,Primera División,Huracán
Guillermo Cotugno,67,52,26,41,40,68,70,CB,Right,"177cm / 5'10""",84kg / 185lb,RB,29,Uruguay,Sudamericana,Racing Club
Guillermo De Amores,68,68,65,70,68,24,68,GK,Right,"186cm / 6'1""",78kg / 172lb,,29,Uruguay,Libertadores,Peñarol
